iter	Logloss
177	0.006422157037
178	0.006422154247
179	0.006422153292
180	0.006422145407
181	0.006409345643
182	0.006409343232
183	0.006400791868
184	0.006388149643
185	0.006388124085
186	0.006388118998
187	0.006388117703
188	0.006388117703
189	0.006388097909
190	0.006388085348
191	0.006388082287
192	0.006388075252
193	0.006388071499
194	0.006366242796
195	0.006366242427
196	0.006366240535
197	0.00636623399
198	0.006366233058
199	0.006366233058
200	0.006366223012
201	0.006366214179
202	0.006366210803
203	0.00636620349
204	0.006362589658
205	0.006362572504
206	0.006362561768
207	0.006362530722
208	0.006362529808
209	0.006362525369
210	0.006362519509
211	0.00635898522
212	0.00635898522
213	0.006358983151
214	0.00635896578
215	0.006358960039
216	0.006358940438
217	0.006358916934
218	0.006358914506
219	0.006346247534
220	0.006346246957
221	0.006346246241
222	0.006346242948
223	0.006346239505
224	0.006346238047
225	0.006346231798
226	0.006346227351
227	0.006346221217
228	0.006346218634
229	0.006346215203
230	0.006346200591
231	0.00634617083
232	0.006346164385
233	0.006346157947
234	0.006346153154
235	0.006346128879
236	0.006346126355
237	0.006346125171
238	0.006346123469
239	0.00634612284
240	0.006346121209
241	0.006346120405
242	0.006346097393
243	0.00634607681
244	0.006334881912
245	0.006334873946
246	0.00632351242
247	0.00632351242
248	0.006323503648
249	0.006323485313
250	0.006308855828
251	0.006308846733
252	0.006308844717
253	0.006308829568
254	0.006308827099
255	0.006294503723
256	0.006294500849
257	0.006294494012
258	0.006294491685
259	0.006294482734
260	0.006294020938
261	0.006281023921
262	0.006281016383
263	0.006270693343
264	0.006270682594
265	0.006270679581
266	0.006270678311
267	0.006270675741
268	0.006270673882
269	0.006270666627
270	0.006270660645
271	0.006263190804
272	0.006263182765
273	0.006263181369
274	0.006263181147
275	0.006263171963
276	0.006263170379
277	0.006253282039
278	0.006253256604
279	0.006253255833
280	0.006253255016
281	0.006253253508
282	0.006253252754
283	0.006253251984
284	0.006253245859
285	0.006253236909
286	0.006253222348
287	0.006253222348
288	0.006253222348
289	0.006253220821
290	0.006253217637
291	0.006253217637
292	0.0062532026
293	0.006253195416
294	0.006253195416
295	0.006253194665
296	0.006246623571
297	0.006246623571
298	0.006246618093
299	0.00624661658
300	0.00624661658
301	0.006246615219
302	0.006246612492
303	0.006246606645
304	0.006239261666
305	0.00623925045
306	0.006239226584
307	0.006239107805
308	0.006239094304
309	0.006239091787
310	0.006239089232
311	0.006239087663
312	0.00623908701
313	0.006239084413
314	0.0062390808
315	0.006239072182
316	0.006239069073
317	0.006239041541
318	0.006239040302
319	0.006233608465
320	0.006233607847
321	0.006233607847
322	0.006233602936
323	0.006233592818
324	0.006219378325
325	0.006219377125
326	0.006219349857
327	0.006219349495
328	0.006219348941
329	0.006205583609
330	0.006205583609
331	0.006192466513
332	0.006192462638
333	0.006192456598
334	0.006192443972
335	0.006192435841
336	0.006192434698
337	0.006192421689
338	0.006192408601
339	0.006192406362
340	0.006192397953
341	0.006192391112
342	0.006192391112
343	0.006192391112
344	0.006192389002
345	0.006192388533
346	0.006192357479
347	0.006192349204
348	0.006192348724
349	0.006192322733
350	0.006192270763
351	0.00619226694
352	0.006192259511
353	0.00619225428
354	0.006180680929
355	0.006180680449
356	0.006180678231
357	0.006168244869
358	0.006168244047
359	0.006163172196
360	0.006163172196
361	0.00616225936
362	0.006162255763
363	0.006162254315
364	0.006162250552
365	0.006162249815
366	0.006162246967
367	0.006150449969
368	0.006145549636
369	0.006134878202
370	0.006134878049
371	0.006134877896
372	0.006123715987
373	0.006123710291
374	0.006123710217
375	0.006123704476
376	0.006113039802
377	0.006113019038
378	0.006112997814
379	0.006112987209
380	0.006112979282
381	0.006112977559
382	0.006112968078
383	0.006112948474
384	0.006102760497
385	0.006102756371
386	0.006102749383
387	0.006102743152
388	0.006102742654
389	0.006102742654
390	0.006101318806
391	0.00610131209
392	0.00609158709
393	0.006091586342
394	0.006091198225
395	0.006083210203
396	0.00608320661
397	0.006077010666
398	0.006077010666
399	0.006077007675
400	0.006077006443
401	0.006076993163
402	0.006076989522
403	0.006076989522
404	0.006076987043
405	0.006076981072
406	0.006076980109
407	0.006076966832
408	0.006076965367
409	0.006076960234
410	0.006076958551
411	0.006076958551
412	0.006076950185
413	0.006076950185
414	0.00607692309
415	0.006076774369
416	0.006076769392
417	0.006076631175
418	0.00607662596
419	0.00607662596
420	0.006076625134
421	0.006076623354
422	0.006076566725
423	0.006076286778
424	0.006076286558
425	0.006076269054
426	0.006076268952
427	0.006076266527
428	0.00607626608
429	0.006076129642
430	0.006075920794
431	0.006075920794
432	0.006075912045
433	0.00607591008
434	0.006075906096
435	0.006075901281
436	0.006075900469
437	0.006075898592
438	0.006075897615
439	0.006075897615
440	0.00607589574
441	0.00607589564
442	0.006075883745
443	0.006075878592
444	0.006075878202
445	0.006075808104
446	0.006075796214
447	0.00607579581
448	0.006075725891
449	0.006075724741
450	0.006075721247
451	0.006075709144
452	0.006075699722
453	0.006075687842
454	0.00607568461
455	0.00607568461
456	0.006075526059
457	0.006075491131
458	0.006075479031
459	0.006072297274
460	0.006072273796
461	0.006072256396
462	0.00607225594
463	0.006072254259
464	0.006072248282
465	0.006072225845
466	0.00607221263
467	0.006072210819
468	0.006072172112
469	0.006062859865
470	0.006062857004
471	0.006062848325
472	0.006062839646
473	0.006062835316
474	0.006062833925
475	0.006062825248
476	0.006062823858
477	0.006062754452
478	0.006059190952
479	0.006059173702
480	0.006059170341
481	0.006059169664
482	0.006059152417
483	0.006059107201
484	0.006053163829
485	0.006053159843
486	0.006053155547
487	0.006049680761
488	0.00604080585
489	0.006040737579
490	0.006040735269
491	0.006040611445
492	0.006040601451
493	0.006040584359
494	0.006040582061
495	0.006040581774
496	0.006036758841
497	0.006036758658
498	0.006033428265
499	0.006024838849
500	0.006024822551
501	0.006024788642
502	0.006024779471
503	0.006024779471
504	0.006024697791
505	0.006021462625
506	0.006021461619
507	0.00602146014
508	0.006021452333
509	0.006021371513
510	0.006018179823
511	0.006018169666
512	0.006018167843
513	0.006018136168
514	0.006018136168
515	0.006018136168
516	0.006018135804
517	0.006018135804
518	0.006014988011
519	0.006014968145
520	0.006011861717
521	0.006008795772
522	0.0060087909
523	0.006008789501
524	0.006008756101
525	0.006008754883
526	0.006008753486
527	0.006008735754
528	0.006008734537
529	0.006008601487
530	0.00600860027
531	0.00600860027
532	0.006008599053
533	0.006008597836
534	0.006005572924
535	0.006005534344
536	0.006005534344
537	0.006005534344
538	0.006005532496
539	0.006002547083
540	0.00600254573
541	0.006002529117
542	0.006002495827
543	0.006002479221
544	0.006001149701
545	0.006001141995
546	0.006001141995
547	0.006001141027
548	0.005999278555
549	0.005996356295
550	0.005996352092
551	0.005996352092
552	0.005996352092
553	0.005996343823
554	0.005996335555
555	0.005996335555
556	0.005993450628
557	0.005993420876
558	0.005993420358
559	0.005993418453
560	0.005993413623
561	0.005993404436
562	0.005993401865
563	0.005993399298
564	0.005993326026
565	0.005993316848
566	0.005993307671
567	0.005993241837
568	0.005993132125
569	0.005993115676
570	0.005993107098
571	0.005993099408
572	0.005993066445
573	0.005993061861
574	0.005993046315
575	0.005993041731
576	0.005993037148
577	0.005992989399
578	0.005992989145
579	0.005992977131
580	0.005992965787
581	0.005992965533
582	0.00599296095
583	0.005990115318
584	0.005990098875
585	0.005990065445
586	0.005990049005
587	0.005989976508
588	0.005989974823
589	0.005987165862
590	0.005987147852
591	0.005987082386
592	0.005987074974
593	0.005984301648
594	0.005984293126
595	0.005981556503
596	0.005981546906
597	0.00598153862
598	0.005981520908
599	0.005981511109
